Date,Close
2007-01-04,0.0058109406749280446
2007-01-05,0.005045868202612436
2007-01-08,0.0002662100965560299
2007-01-09,-0.0
2007-01-10,-0.0002662100965560299
2007-01-11,-0.009539109969286308
2007-01-12,0.0007914755480280533
2007-01-16,-0.005789449861018259
2007-01-17,0.0034170095734813444
2007-01-18,-0.0005264333007000133
2007-01-19,0.028020446410943478
2007-01-22,0.00542740201391867
2007-01-23,0.005457104888296982
2007-01-24,-0.002459397332027713
2007-01-25,0.00822151848484376
2007-01-26,0.007457528278512537
2007-01-29,-0.0033213249095727093
2007-01-30,0.004430937229924048
2007-01-31,-0.000554916791872806
2007-02-01,-0.004980729721125954
2007-02-02,-0.0011034042255295695
2007-02-05,-0.0027532815083208817
2007-02-06,0.0016510934418842993
2007-02-07,0.005800231701083458
2007-02-08,0.01002244693503851
2007-02-09,0.005893097724557705
2007-02-12,-0.003091215155351268
2007-02-13,-0.0036409507498964544
2007-02-14,-0.0193804541725191
2007-02-15,0.009089699914252236
2007-02-16,0.007499040455688277
2007-02-20,-0.006668566210991322
2007-02-21,0.005553978175685703
2007-02-22,0.014304057801711956
2007-02-23,0.008510644470167694
2007-02-26,-0.0068143590569680335
2007-02-27,0.019429207549464422
2007-02-28,-0.007187018513157728
2007-03-01,-0.0025747861397888983
2007-03-02,0.0037212007081177667
2007-03-05,0.009219361180806906
2007-03-06,-0.004908413435899206
2007-03-07,0.011296281772855465
2007-03-08,-0.003489341053278139
2007-03-09,0.0037807228399060477
2007-03-12,-0.0034903561592796173
2007-03-13,0.010214518815208073
2007-03-14,-0.006432695941207989
2007-03-15,-0.006102037452711873
2007-03-16,0.004645794807473624
2007-03-19,-0.008981755296060268
2007-03-20,-0.0028801608809367885
2007-03-21,-0.020214143363481263
2007-03-22,-0.009258094025699215
2007-03-23,-0.0002791724156061548
2007-03-26,-0.005012515257379224
2007-03-27,0.005850411716733728
2007-03-28,0.006728303570294081
2007-03-29,-0.0
2007-03-30,0.005358938732971552
2007-04-02,0.0019815796798838825
2007-04-03,-0.000849762946312449
2007-04-04,0.005963383005916256
2007-04-05,0.0025667088878402744
2007-04-09,0.006876840917530824
2007-04-10,-0.002871064944633961
2007-04-11,-0.002004938400443468
2007-04-12,-0.0065592454657315
2007-04-13,-0.005668929084600816
2007-04-16,0.0005654283505509561
2007-04-17,0.004535180165391672
2007-04-18,0.00199056627650096
2007-04-19,0.003707404695279859
