,train-auc-mean,train-auc-std,test-auc-mean,test-auc-std
342,0.9999972,3.399999999999155e-06,0.9432462,0.00458727792487
343,0.9999972,3.1240998703522823e-06,0.943245,0.0046731696737867
344,0.9999974,2.799999999979803e-06,0.9432032,0.0046433916009744
345,0.9999974,2.799999999979803e-06,0.9431595000000002,0.0045939890563648
346,0.9999974,2.799999999979803e-06,0.9431177,0.0045944497178661
347,0.9999975,2.8017851452058834e-06,0.9431682,0.0046311589219114
348,0.9999975,2.8017851452058834e-06,0.9431633,0.0045892534697922
349,0.9999975,2.8017851452058834e-06,0.9431227000000002,0.0045922757114528
350,0.9999975,2.8017851452058834e-06,0.9431959,0.004534519675776
351,0.9999975,2.8017851452058834e-06,0.9431486,0.0045603677307866
352,0.9999976,2.8705400188649977e-06,0.9431468,0.0045860915123882
353,0.9999979,2.7000000000052702e-06,0.9431533,0.004551563820271
354,0.9999979,2.7000000000052702e-06,0.9431185,0.0045209591957902
355,0.9999979,2.7000000000052702e-06,0.9431469,0.0045286852054432
356,0.9999981,2.7000000000060927e-06,0.9430793,0.0045386249470516
357,0.9999981,2.7000000000060927e-06,0.9430786,0.0045015704415237
358,0.999998,2.9664793948225197e-06,0.9431073,0.0044805442537709
359,0.9999982,2.6381811916597472e-06,0.9431049,0.0045014814550323
360,0.9999983,2.6095976701460977e-06,0.9431032,0.0044517045903788
361,0.9999984,2.6532998322911577e-06,0.9431161,0.004460079112527
362,0.9999984,2.6532998322911577e-06,0.9431102,0.004477741814799
363,0.9999984,2.6532998322911577e-06,0.9430546,0.004508526548663
364,0.9999985,2.376972864799233e-06,0.9430738000000002,0.0045256480154779
365,0.9999986,2.416609194717656e-06,0.9430283,0.0045653739178735
366,0.9999986,2.416609194717656e-06,0.9430466,0.0045645109749019
367,0.9999986,2.416609194717656e-06,0.9429863,0.004554431052283
368,0.9999988,2.3999999999987e-06,0.9430051,0.0046114870801076
369,0.9999988,2.357965224510323e-06,0.9430217,0.0046357633039231
370,0.9999988,2.357965224510323e-06,0.9429983,0.0045927318460802
371,0.9999988,2.357965224510323e-06,0.9430449,0.0046283123371267
372,0.9999989,2.385372088375487e-06,0.9430311,0.0045990070547891
373,0.9999989,2.385372088375487e-06,0.9430496,0.0046038884478232
374,0.9999992,1.777638883449282e-06,0.9430386,0.0045595704008163
375,0.9999992,1.777638883449282e-06,0.9430731,0.004526365549754
376,0.9999994,1.2000000000030503e-06,0.9431216999999998,0.0045855307882512
377,0.9999997,6.403124237322215e-07,0.9430747,0.004578074530848
378,0.9999997,6.403124237322215e-07,0.9430405,0.0046097206477182
379,0.9999997,6.403124237322215e-07,0.9430406,0.0046318889710354
380,0.9999997,6.403124237322215e-07,0.9429454,0.0046056420442757
381,0.9999997,6.403124237322215e-07,0.9429019000000002,0.0046794874174422
382,0.9999997,6.403124237322215e-07,0.9428986,0.004677935318065
383,0.9999998,5.999999999839467e-07,0.9428933,0.0046556121412763
384,0.9999998,5.999999999839467e-07,0.9428995,0.0046781011158374
385,0.9999998,5.999999999839467e-07,0.9429115,0.0046721382310458
386,0.9999999,3.000000000086267e-07,0.9428664999999998,0.0046504183306451
387,0.9999999,3.000000000086267e-07,0.9428303,0.004660895043873
388,0.9999999,3.000000000086267e-07,0.942845,0.0047232008849931
389,0.9999999,3.000000000086267e-07,0.9428593,0.0046950075622942
390,0.9999999,3.000000000086267e-07,0.9428407,0.0047100942676341
391,0.9999999,3.000000000086267e-07,0.9428717,0.0047438167976851
392,0.9999999,3.000000000086267e-07,0.9428546999999998,0.0047196639509609
393,0.9999999,3.000000000086267e-07,0.9428584,0.004720662373015
394,0.9999999,3.000000000086267e-07,0.9428275000000002,0.0047411107612035
395,0.9999999,3.000000000086267e-07,0.9427822,0.004741394031295
396,0.9999999,3.000000000086267e-07,0.9427815,0.0047411191769454
397,0.9999999,3.000000000086267e-07,0.9427797,0.0047808208719842
398,0.9999999,3.000000000086267e-07,0.9428097999999998,0.0047516056191565
399,0.9999999,3.000000000086267e-07,0.942789,0.0047370336498699
400,0.9999999,3.000000000086267e-07,0.9428182,0.0047649382325482
401,0.9999999,3.000000000086267e-07,0.9427851,0.004781782166724
402,0.9999999,3.000000000086267e-07,0.9428384,0.0047769102608276
403,0.9999999,3.000000000086267e-07,0.9428386,0.0047706364816447
404,1.0,0.0,0.9428735,0.0047881247947395
405,1.0,0.0,0.9428432999999998,0.0047646104992958
406,1.0,0.0,0.9428413,0.0047893973535299
407,1.0,0.0,0.942832,0.0047980824503128
408,1.0,0.0,0.9427727,0.0047919729558919
409,1.0,0.0,0.9427995,0.0047592587710693
410,1.0,0.0,0.9428163,0.0047702064326399
411,1.0,0.0,0.9428482,0.0047459676526499
412,1.0,0.0,0.9428364,0.0047695485991863
413,1.0,0.0,0.9428435,0.00475986994045
414,1.0,0.0,0.9428931,0.0047811402708977
415,1.0,0.0,0.9428844,0.004796395213074
416,1.0,0.0,0.9429317,0.0047494422419901
417,1.0,0.0,0.9429085,0.0047676311990337
